2023-02-19 01:11:31,678 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 01:31:05,432 | DEBUG | qtp1280429864-44 | api Response updateNickname: {"success":true,"message":null,"errorCode":"0","data":null,"sessionKey":"eyJuaWNrbmFtZSI6IlRlc3QxMTEiLCJhdmF0YXIiOiIwIiwidmluVG90YWwiOjAsInh1VG90YWwiOjUwMDAwMCwidmlwcG9pbnQiOjAsInZpcHBvaW50U2F2ZSI6MCwiY3JlYXRlVGltZSI6IjE5LTAyLTIwMjMiLCJpcEFkZHJlc3MiOiI0Mi4xMTQuMjQ4Ljk5IiwiY2VydGlmaWNhdGUiOmZhbHNlLCJsdWNreVJvdGF0ZSI6MCwiZGFpTHkiOjAsIm1vYmlsZVNlY3VyZSI6MCwiYmlydGhkYXkiOiIiLCJhcHBTZWN1cmUiOjAsInVzZXJuYW1lIjoidGVzdDExMTEiLCJlbWFpbCI6MCwiYWRkcmVzcyI6bnVsbCwidmVyaWZ5TW9iaWxlIjpmYWxzZX0=","accessToken":"0b406c52aba50bafc2708c9be49754cd"}
2023-02-19 01:31:05,531 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 01:31:05,531 | DEBUG | qtp1280429864-45 | api command: 2008
2023-02-19 01:31:05,531 | INFO  | qtp1280429864-45 | processors.payment.InsertOrUpdateBankProcessor Request BankSearchProcessor nickName= Test111, bankName: null, bankNumber: null
2023-02-19 01:31:05,537 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 01:31:05,537 | DEBUG | qtp1280429864-66 | api command: 406
2023-02-19 01:31:43,629 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 01:31:43,629 | DEBUG | qtp1280429864-42 | api command: 3
2023-02-19 01:31:43,629 | DEBUG | qtp1280429864-42 | api Request login: username: test1111, social: null, accessToken: 
2023-02-19 01:31:43,630 | DEBUG | qtp1280429864-42 | api Request login: 1
2023-02-19 01:31:43,630 | DEBUG | qtp1280429864-42 | api Request login: 2
2023-02-19 01:31:43,634 | DEBUG | qtp1280429864-42 | api Request login: 3
2023-02-19 01:31:43,635 | DEBUG | qtp1280429864-42 | api Request login: 4
2023-02-19 01:31:43,635 | DEBUG | qtp1280429864-42 | api Request login: 5
2023-02-19 01:31:43,656 | DEBUG | qtp1280429864-42 | api User Test111 login success in platform: web
2023-02-19 01:31:43,657 | DEBUG | qtp1280429864-42 | api login thanh cong: []
2023-02-19 01:31:43,657 | DEBUG | qtp1280429864-42 | api Response login: {"success":true,"message":null,"errorCode":"0","data":null,"sessionKey":"eyJuaWNrbmFtZSI6IlRlc3QxMTEiLCJhdmF0YXIiOiIwIiwidmluVG90YWwiOjAsInh1VG90YWwiOjUwMDAwMCwidmlwcG9pbnQiOjAsInZpcHBvaW50U2F2ZSI6MCwiY3JlYXRlVGltZSI6IjE5LTAyLTIwMjMiLCJpcEFkZHJlc3MiOiIxMjcuMC4wLjEiLCJjZXJ0aWZpY2F0ZSI6ZmFsc2UsImx1Y2t5Um90YXRlIjowLCJkYWlMeSI6MCwibW9iaWxlU2VjdXJlIjowLCJiaXJ0aGRheSI6IiIsImFwcFNlY3VyZSI6MCwidXNlcm5hbWUiOiJ0ZXN0MTExMSIsImVtYWlsIjowLCJhZGRyZXNzIjpudWxsLCJ2ZXJpZnlNb2JpbGUiOmZhbHNlfQ==","accessToken":"3e61850a350a73b48285756c4a5b70c3"}
2023-02-19 01:33:01,648 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 01:33:01,648 | DEBUG | qtp1280429864-73 | api command: 3
2023-02-19 01:33:01,648 | DEBUG | qtp1280429864-73 | api Request login: username: test1111, social: null, accessToken: 0b406c52aba50bafc2708c9be49754cd
2023-02-19 01:33:01,649 | DEBUG | qtp1280429864-73 | api Request login: 1
2023-02-19 01:33:01,649 | DEBUG | qtp1280429864-73 | api Request login: 2
2023-02-19 01:33:01,655 | DEBUG | qtp1280429864-73 | api Request login: 3
2023-02-19 01:33:01,655 | DEBUG | qtp1280429864-73 | api Request login: 4
2023-02-19 01:33:01,655 | DEBUG | qtp1280429864-73 | api Request login: 5
2023-02-19 01:33:01,669 | DEBUG | qtp1280429864-73 | api User Test111 login success in platform: web
2023-02-19 01:33:01,670 | DEBUG | qtp1280429864-73 | api login thanh cong: []
2023-02-19 01:33:01,671 | DEBUG | qtp1280429864-73 | api Response login: {"success":true,"message":null,"errorCode":"0","data":null,"sessionKey":"eyJuaWNrbmFtZSI6IlRlc3QxMTEiLCJhdmF0YXIiOiIwIiwidmluVG90YWwiOjAsInh1VG90YWwiOjUwMDAwMCwidmlwcG9pbnQiOjAsInZpcHBvaW50U2F2ZSI6MCwiY3JlYXRlVGltZSI6IjE5LTAyLTIwMjMiLCJpcEFkZHJlc3MiOiI0Mi4xMTQuMjQ4Ljk5IiwiY2VydGlmaWNhdGUiOmZhbHNlLCJsdWNreVJvdGF0ZSI6MCwiZGFpTHkiOjAsIm1vYmlsZVNlY3VyZSI6MCwiYmlydGhkYXkiOiIiLCJhcHBTZWN1cmUiOjAsInVzZXJuYW1lIjoidGVzdDExMTEiLCJlbWFpbCI6MCwiYWRkcmVzcyI6bnVsbCwidmVyaWZ5TW9iaWxlIjpmYWxzZX0=","accessToken":"9121f756c4c0ae438c92b2edcc5a784a"}
2023-02-19 01:33:01,817 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 01:33:01,817 | DEBUG | qtp1280429864-44 | api command: 406
2023-02-19 01:33:01,876 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 01:33:01,877 | DEBUG | qtp1280429864-66 | api command: 406
2023-02-19 01:33:01,915 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 01:33:01,915 | DEBUG | qtp1280429864-73 | api command: 406
2023-02-19 01:33:02,063 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 01:33:02,063 | DEBUG | qtp1280429864-44 | api command: 406
2023-02-19 01:33:02,067 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 01:33:02,067 | DEBUG | qtp1280429864-42 | api command: 2020
2023-02-19 01:33:32,899 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 01:33:32,899 | DEBUG | qtp1280429864-66 | api command: 406
2023-02-19 01:33:32,999 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 01:33:32,999 | DEBUG | qtp1280429864-45 | api command: 406
2023-02-19 01:33:33,222 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 01:33:33,222 | DEBUG | qtp1280429864-42 | api command: 406
2023-02-19 01:33:33,225 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 01:33:33,225 | DEBUG | qtp1280429864-66 | api command: 2020
2023-02-19 01:45:57,107 | INFO  | Cleaner-thread-2 | db.ConnectionPool.mysqlpool_admin mysqlpool_admin: Destroyed connection
2023-02-19 01:48:36,551 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-02-19 03:56:37,969 | WARN  | qtp1280429864-45 | jetty.http.HttpParser Illegal character 0x3 in state=START for buffer HeapByteBuffer@12f7a631[p=1,l=44,c=16384,r=43]={\x03<<<\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie:...omain\r\n\x01\x00\x08\x00\x03\x00\x00\x00>>>t=9121f756c4c0ae4...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00}
2023-02-19 03:56:37,971 | WARN  | qtp1280429864-45 | jetty.http.HttpParser badMessage: 400 Illegal character 0x3 for HttpChannelOverHttp@6930cb81{r=0,c=false,a=IDLE,uri=-}
2023-02-19 03:56:38,316 | WARN  | qtp1280429864-73 | jetty.http.HttpParser Illegal character 0x3 in state=START for buffer HeapByteBuffer@74e631e1[p=1,l=44,c=16384,r=43]={\x03<<<\x00\x00,'\xE0\x00\x00\x00\x00\x00Cookie:...omain\r\n\x01\x00\x08\x00\x03\x00\x00\x00>>>c4c0ae438c92b2edc...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00}
2023-02-19 03:56:38,316 | WARN  | qtp1280429864-73 | jetty.http.HttpParser badMessage: 400 Illegal character 0x3 for HttpChannelOverHttp@564e9a90{r=0,c=false,a=IDLE,uri=-}
2023-02-19 11:06:03,601 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 11:06:03,602 | DEBUG | qtp1280429864-44 | api command: 3
2023-02-19 11:06:03,602 | DEBUG | qtp1280429864-44 | api Request login: username: okvip1, social: null, accessToken: 
2023-02-19 11:06:03,601 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 11:06:03,603 | DEBUG | qtp1280429864-66 | api command: 2020
2023-02-19 11:06:03,603 | INFO  | qtp1280429864-66 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-02-19 11:06:03,605 | DEBUG | qtp1280429864-44 | api Request login: 1
2023-02-19 11:06:03,606 | DEBUG | qtp1280429864-44 | api Request login: 2
2023-02-19 11:06:03,640 | INFO  | qtp1280429864-66 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-02-19 11:06:03,640 | INFO  | qtp1280429864-44 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-02-19 11:06:03,645 | INFO  | qtp1280429864-44 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-02-19 11:06:03,647 | DEBUG | qtp1280429864-44 | api Request login: 3
2023-02-19 11:06:03,648 | DEBUG | qtp1280429864-44 | api Request login: 4
2023-02-19 11:06:03,648 | DEBUG | qtp1280429864-44 | api Request login: 5
2023-02-19 11:06:03,664 | DEBUG | qtp1280429864-44 | api User Okvip123 login success in platform: web
2023-02-19 11:06:03,666 | DEBUG | qtp1280429864-44 | api login thanh cong: []
2023-02-19 11:06:03,668 | DEBUG | qtp1280429864-44 | api Response login: {"success":true,"message":null,"errorCode":"0","data":null,"sessionKey":"eyJuaWNrbmFtZSI6Ik9rdmlwMTIzIiwiYXZhdGFyIjoiMCIsInZpblRvdGFsIjoxOTAwMDAwLCJ4dVRvdGFsIjo1MDAwMDAsInZpcHBvaW50IjowLCJ2aXBwb2ludFNhdmUiOjAsImNyZWF0ZVRpbWUiOiIxMy0wMi0yMDIzIiwiaXBBZGRyZXNzIjoiMjAwMTplZTA6Nzk5NTo1NTUwOmQwNDk6ODA3ODo5N2I5Ojg5MzgiLCJjZXJ0aWZpY2F0ZSI6ZmFsc2UsImx1Y2t5Um90YXRlIjowLCJkYWlMeSI6MCwibW9iaWxlU2VjdXJlIjowLCJiaXJ0aGRheSI6IiIsImFwcFNlY3VyZSI6MCwidXNlcm5hbWUiOiJPa3ZpcDEiLCJlbWFpbCI6MCwiYWRkcmVzcyI6bnVsbCwidmVyaWZ5TW9iaWxlIjpmYWxzZX0=","accessToken":"82f089fdc2a6876bd1ef10d0129bc259"}
2023-02-19 11:06:04,062 | INFO  | qtp1280429864-73 | api IP:127.0.0.1
2023-02-19 11:06:04,062 | DEBUG | qtp1280429864-73 | api command: 17
2023-02-19 11:06:04,083 | DEBUG | qtp1280429864-73 | api User Okvip123 login success in platform: web
2023-02-19 11:06:04,367 | INFO  | qtp1280429864-66 | api IP:127.0.0.1
2023-02-19 11:06:04,368 | DEBUG | qtp1280429864-66 | api command: 20
2023-02-19 11:06:04,368 | INFO  | qtp1280429864-42 | api IP:127.0.0.1
2023-02-19 11:06:04,369 | DEBUG | qtp1280429864-42 | api command: 2008
2023-02-19 11:06:04,369 | INFO  | qtp1280429864-42 | processors.payment.InsertOrUpdateBankProcessor Request BankSearchProcessor nickName= Okvip123, bankName: null, bankNumber: null
2023-02-19 11:06:04,368 | INFO  | qtp1280429864-44 | api IP:127.0.0.1
2023-02-19 11:06:04,369 | DEBUG | qtp1280429864-44 | api command: 406
2023-02-19 11:06:04,367 | INFO  | qtp1280429864-45 | api IP:127.0.0.1
2023-02-19 11:06:04,370 | DEBUG | qtp1280429864-45 | api command: 2031
2023-02-19 11:06:04,376 | INFO  | qtp1280429864-42 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Getting connection (user/password): jdbc:mysql://127.0.0.1:3306/vinplay?useUnicode=yes&useSSL=false&characterEncoding=UTF-8
2023-02-19 11:06:04,395 | INFO  | qtp1280429864-42 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Created a new connection
2023-02-19 11:21:08,673 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-02-19 11:21:08,674 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-02-19 11:21:08,676 | INFO  | Cleaner-thread-3 | db.ConnectionPool.mysqlpoolname mysqlpoolname: Destroyed connection
2023-02-19 14:15:42,786 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eae', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:10, serverValue:418}] to 127.0.0.1:27017
2023-02-19 14:15:42,787 | INFO  | cluster-ClusterId{value='63f0698a571e691286714ead', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:9, serverValue:419}] to 127.0.0.1:27017
2023-02-19 14:15:42,787 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eaf', description='null'}-127.0.0.1:27017 | mongodb.driver.connection Opened connection [connectionId{localValue:11, serverValue:420}] to 127.0.0.1:27017
2023-02-19 14:25:47,818 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eaf', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Exception in monitor thread while connecting to server 127.0.0.1:27017
com.mongodb.MongoSocketReadTimeoutException: Timeout while receiving message
	at com.mongodb.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:475)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:226)
	at com.mongodb.connection.CommandHelper.receiveReply(CommandHelper.java:134)
	at com.mongodb.connection.CommandHelper.receiveCommandResult(CommandHelper.java:121)
	at com.mongodb.connection.CommandHelper.executeCommand(CommandHelper.java:32)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initializeConnectionDescription(InternalStreamConnectionInitializer.java:83)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initialize(InternalStreamConnectionInitializer.java:43)
	at com.mongodb.connection.InternalStreamConnection.open(InternalStreamConnection.java:116)
	at com.mongodb.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:130)
	at java.lang.Thread.run(Thread.java:750)
Caused by: java.net.SocketTimeoutException: Read timed out
	at java.net.SocketInputStream.socketRead0(Native Method)
	at java.net.SocketInputStream.socketRead(SocketInputStream.java:116)
	at java.net.SocketInputStream.read(SocketInputStream.java:171)
	at java.net.SocketInputStream.read(SocketInputStream.java:141)
	at com.mongodb.connection.SocketStream.read(SocketStream.java:85)
	at com.mongodb.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:492)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:222)
	... 8 more
2023-02-19 14:25:57,035 | INFO  | cluster-ClusterId{value='63f0698a571e691286714ead', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Exception in monitor thread while connecting to server 127.0.0.1:27017
com.mongodb.MongoSocketReadTimeoutException: Timeout while receiving message
	at com.mongodb.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:475)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:226)
	at com.mongodb.connection.CommandHelper.receiveReply(CommandHelper.java:134)
	at com.mongodb.connection.CommandHelper.receiveCommandResult(CommandHelper.java:121)
	at com.mongodb.connection.CommandHelper.executeCommand(CommandHelper.java:32)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initializeConnectionDescription(InternalStreamConnectionInitializer.java:83)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initialize(InternalStreamConnectionInitializer.java:43)
	at com.mongodb.connection.InternalStreamConnection.open(InternalStreamConnection.java:116)
	at com.mongodb.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:130)
	at java.lang.Thread.run(Thread.java:750)
Caused by: java.net.SocketTimeoutException: Read timed out
	at java.net.SocketInputStream.socketRead0(Native Method)
	at java.net.SocketInputStream.socketRead(SocketInputStream.java:116)
	at java.net.SocketInputStream.read(SocketInputStream.java:171)
	at java.net.SocketInputStream.read(SocketInputStream.java:141)
	at com.mongodb.connection.SocketStream.read(SocketStream.java:85)
	at com.mongodb.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:492)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:222)
	... 8 more
2023-02-19 14:25:47,826 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eae', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Exception in monitor thread while connecting to server 127.0.0.1:27017
com.mongodb.MongoSocketReadTimeoutException: Timeout while receiving message
	at com.mongodb.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:475)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:226)
	at com.mongodb.connection.CommandHelper.receiveReply(CommandHelper.java:134)
	at com.mongodb.connection.CommandHelper.receiveCommandResult(CommandHelper.java:121)
	at com.mongodb.connection.CommandHelper.executeCommand(CommandHelper.java:32)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initializeConnectionDescription(InternalStreamConnectionInitializer.java:83)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initialize(InternalStreamConnectionInitializer.java:43)
	at com.mongodb.connection.InternalStreamConnection.open(InternalStreamConnection.java:116)
	at com.mongodb.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:130)
	at java.lang.Thread.run(Thread.java:750)
Caused by: java.net.SocketTimeoutException: Read timed out
	at java.net.SocketInputStream.socketRead0(Native Method)
	at java.net.SocketInputStream.socketRead(SocketInputStream.java:116)
	at java.net.SocketInputStream.read(SocketInputStream.java:171)
	at java.net.SocketInputStream.read(SocketInputStream.java:141)
	at com.mongodb.connection.SocketStream.read(SocketStream.java:85)
	at com.mongodb.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:492)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:222)
	... 8 more
2023-02-19 14:33:44,106 | INFO  | cluster-ClusterId{value='63f0698a571e691286714eaf', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Exception in monitor thread while connecting to server 127.0.0.1:27017
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:481)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:226)
	at com.mongodb.connection.CommandHelper.receiveReply(CommandHelper.java:134)
	at com.mongodb.connection.CommandHelper.receiveCommandResult(CommandHelper.java:121)
	at com.mongodb.connection.CommandHelper.executeCommand(CommandHelper.java:32)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initializeConnectionDescription(InternalStreamConnectionInitializer.java:83)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initialize(InternalStreamConnectionInitializer.java:43)
	at com.mongodb.connection.InternalStreamConnection.open(InternalStreamConnection.java:116)
	at com.mongodb.connection.DefaultServerMonitor$ServerMonitorRunnable.run(DefaultServerMonitor.java:116)
	at java.lang.Thread.run(Thread.java:750)
Caused by: java.net.SocketException: Connection reset
	at java.net.SocketInputStream.read(SocketInputStream.java:210)
	at java.net.SocketInputStream.read(SocketInputStream.java:141)
	at com.mongodb.connection.SocketStream.read(SocketStream.java:85)
	at com.mongodb.connection.InternalStreamConnection.receiveResponseBuffers(InternalStreamConnection.java:492)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:222)
	... 8 more
2023-02-19 14:33:45,497 | INFO  | cluster-ClusterId{value='63f0698a571e691286714ead', description='null'}-127.0.0.1:27017 | mongodb.driver.cluster Exception in monitor thread while connecting to server 127.0.0.1:27017
com.mongodb.MongoSocketReadException: Exception receiving message
	at com.mongodb.connection.InternalStreamConnection.translateReadException(InternalStreamConnection.java:481)
	at com.mongodb.connection.InternalStreamConnection.receiveMessage(InternalStreamConnection.java:226)
	at com.mongodb.connection.CommandHelper.receiveReply(CommandHelper.java:134)
	at com.mongodb.connection.CommandHelper.receiveCommandResult(CommandHelper.java:121)
	at com.mongodb.connection.CommandHelper.executeCommand(CommandHelper.java:32)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initializeConnectionDescription(InternalStreamConnectionInitializer.java:83)
	at com.mongodb.connection.InternalStreamConnectionInitializer.initialize(InternalStreamConnectionInitializer.java:43)
